age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
74,7,182898,5,2,3,4,4,1,3372,0,14,39,0
18,4,155626,7,4,1,3,4,1,0,0,29,39,0
31,7,442203,15,4,1,1,4,0,0,0,40,39,0
47,4,103681,11,2,12,0,4,1,0,1915,67,39,1
18,4,168326,11,4,12,2,4,0,0,0,40,35,0
41,4,96488,11,2,1,5,4,0,0,0,40,39,0
39,4,128266,11,0,3,1,4,1,0,0,40,39,0
17,0,113536,2,4,0,3,4,1,0,0,30,39,0
26,4,314497,11,4,8,4,4,1,0,0,40,39,0
54,4,139687,11,6,8,4,2,0,0,0,29,39,0
41,4,277694,11,2,6,0,4,1,0,0,45,39,0
44,1,225964,9,2,1,0,4,1,0,0,50,39,1
18,4,198884,11,4,0,3,2,1,0,0,35,39,0
43,4,169056,6,2,7,0,4,1,0,0,40,26,0
40,4,249265,15,4,4,1,2,1,0,0,40,39,0
44,4,197729,11,0,8,3,2,1,0,0,67,39,0
35,4,505997,15,4,8,4,2,0,0,0,40,39,0
18,0,192139,15,4,0,3,4,1,0,0,13,39,0
49,2,423222,15,2,14,0,4,1,0,0,40,39,1
40,2,173671,11,4,4,1,4,0,0,0,40,39,0
18,4,133481,15,4,8,3,4,0,0,0,40,39,0
44,4,274235,15,2,3,0,4,1,0,0,40,39,0
37,4,191000,11,4,8,1,4,1,0,0,40,39,0
55,4,168481,15,2,14,0,4,1,0,0,40,39,1
48,4,355672,11,2,3,0,4,1,0,0,40,39,0
57,2,41932,9,2,12,0,4,1,0,0,60,39,1
26,4,115827,15,4,8,3,4,1,0,0,21,39,0
27,4,43266,11,4,8,1,4,1,0,0,40,39,0
32,4,166911,12,2,12,0,4,1,0,1923,45,39,0
55,0,19923,11,3,0,1,4,1,0,0,40,39,0
24,0,262200,11,4,0,2,4,0,0,0,40,39,0
43,4,130287,11,2,12,0,4,1,7567,0,40,0,1
46,4,108812,11,0,4,4,4,0,0,0,40,39,0
27,4,134234,11,4,6,1,4,1,0,0,10,39,0
35,4,193714,15,2,3,0,4,1,0,0,31,39,0
48,4,331445,11,5,8,4,4,0,0,0,34,26,0
22,4,461268,8,4,12,1,4,1,0,0,40,39,0
21,0,404417,6,4,0,3,2,0,0,0,8,39,0
20,4,116974,11,4,1,3,4,0,0,0,11,39,0
24,4,158292,15,4,6,3,4,1,0,0,40,39,0
52,4,347623,15,0,4,1,4,1,0,0,40,39,0
37,2,157247,12,2,10,5,4,0,0,0,40,39,1
42,4,194885,9,2,12,0,2,1,7589,0,50,39,1
50,4,189382,15,2,4,5,4,0,0,0,36,39,1
34,4,322585,15,0,8,3,4,1,3442,0,40,39,0
44,4,255100,11,6,4,4,2,0,0,0,40,39,0
62,4,243421,11,0,1,1,4,0,0,0,40,39,0
18,4,142554,11,4,4,3,4,1,0,0,40,39,0
31,7,235424,15,2,1,0,4,0,0,0,42,39,0
76,4,95102,9,4,12,1,4,0,0,0,45,39,0
32,4,134987,11,4,3,3,4,1,0,0,45,39,0
54,4,334278,9,2,4,0,4,1,0,0,45,39,1
41,4,234636,9,4,4,1,4,1,0,0,45,39,0
27,4,227535,15,4,8,1,4,1,0,0,55,39,0
82,6,141258,11,2,7,0,4,1,0,0,40,39,0
44,4,309628,15,0,10,5,4,0,0,0,37,39,0
52,4,234165,15,0,12,4,4,0,0,0,20,39,0
45,4,165972,9,2,13,0,4,1,14531,0,45,39,1
62,4,192971,0,6,6,4,4,0,0,0,6,39,0
22,4,207786,11,4,13,3,4,1,0,1509,40,39,0
54,2,124541,11,2,11,0,4,1,0,0,45,39,1
42,4,173747,0,4,6,1,4,1,0,0,40,39,0
41,4,351628,11,0,1,4,4,0,0,0,40,39,0
37,4,457315,12,4,4,4,2,0,0,0,86,39,0
33,7,370759,10,4,8,3,4,0,0,0,38,39,0
31,4,216528,11,0,3,4,2,0,0,0,40,39,0
47,1,19067,14,2,4,0,4,1,0,0,60,9,1
33,2,187501,15,4,1,2,4,0,3584,0,40,39,0
28,4,257579,8,2,3,0,4,1,0,0,40,39,0
28,4,299885,1,4,7,4,2,1,0,0,24,33,0
39,4,93757,0,2,3,0,4,1,0,0,40,39,0
71,5,232809,11,2,12,0,4,1,0,0,36,39,0
58,2,326361,7,2,8,5,4,0,0,0,30,39,0
80,0,71808,11,3,0,1,4,1,0,0,33,39,0
22,4,92100,7,4,8,3,4,0,0,0,30,39,0
43,4,111282,9,2,13,0,4,1,0,0,40,26,1
45,4,160314,5,3,6,0,4,1,0,0,40,26,0
47,4,179315,9,2,10,0,4,1,0,0,50,39,0
41,2,113300,15,2,3,0,4,1,0,0,40,39,0
26,4,367448,11,4,12,3,4,1,0,1659,60,39,1
49,7,297435,7,2,11,0,4,1,0,0,83,39,0
29,4,156424,0,4,3,2,4,1,0,0,50,39,0
37,2,147193,11,2,7,0,4,1,0,0,40,39,0
54,6,227473,9,2,10,0,4,1,0,0,60,39,1
68,4,153416,15,2,7,0,4,1,0,0,60,39,0
67,4,134015,11,6,6,4,4,0,0,0,40,32,0
39,4,192311,9,4,1,1,4,0,0,0,60,39,0
35,4,307596,3,2,14,0,4,1,0,0,50,26,0
36,4,172482,11,2,7,0,4,1,0,0,60,39,1
37,4,131960,15,2,3,0,4,1,0,1722,45,39,0
46,4,182687,11,2,3,0,4,1,0,0,96,39,1
39,4,83930,12,2,10,0,4,1,3505,0,50,19,1
35,5,201381,11,2,3,0,4,1,0,0,45,26,1
42,4,168447,7,0,1,4,4,0,0,0,21,39,0
25,4,105858,11,4,8,3,4,0,0,0,45,39,0
55,4,46646,15,2,3,0,4,1,7615,0,50,39,1
38,4,399004,11,2,7,0,4,1,0,0,40,26,0
29,6,130914,15,2,5,0,4,1,0,0,27,39,0
29,4,98005,15,4,1,1,4,0,0,0,42,39,0
61,4,225857,15,0,12,1,2,1,0,0,40,39,0
54,4,207805,4,2,6,0,4,1,3545,0,40,39,1
46,4,99902,11,4,4,2,4,0,3384,0,15,39,0
40,4,160071,9,4,4,1,2,0,0,0,40,39,0
36,6,178840,9,4,10,1,4,1,0,0,60,39,0
59,2,132638,14,2,10,0,4,1,0,1896,83,39,1
26,6,203078,15,2,7,3,4,1,0,0,40,39,0
30,4,170563,15,3,8,4,2,0,0,0,40,39,0
34,4,72220,11,4,7,1,1,1,0,0,40,35,0
50,4,118471,15,5,4,1,2,0,0,0,40,39,0
59,4,201241,7,0,12,1,4,0,24839,0,88,39,1
56,4,366767,11,0,4,1,4,1,0,1545,40,39,0
38,4,177901,11,4,3,1,4,1,0,0,40,39,0
31,4,168170,11,4,4,4,4,1,0,0,40,39,0
27,4,220127,8,4,10,3,4,1,0,0,40,39,0
46,1,173244,11,0,1,4,4,0,3254,0,40,39,0
36,2,44657,15,2,8,0,4,1,3507,0,40,39,0
43,4,191593,9,4,3,2,2,1,0,0,40,39,0
17,4,305371,1,4,8,3,4,1,0,0,11,39,0
54,4,179310,11,3,8,4,4,1,0,0,45,26,0
68,4,51001,7,3,8,4,4,0,0,0,40,39,0
48,4,147407,9,2,3,0,4,1,0,0,40,39,1
48,4,157647,15,2,7,0,4,1,0,0,50,39,1
54,4,205882,11,2,10,0,4,1,0,0,40,39,0
32,4,130900,11,4,12,3,4,1,0,0,11,39,0
63,4,156357,0,4,6,2,3,1,0,0,40,39,0
42,4,163341,11,3,1,1,4,0,0,0,40,39,0
54,7,311850,8,2,3,0,4,1,0,0,60,39,0
31,4,200438,9,4,4,1,4,0,0,0,40,39,0
18,0,84649,8,4,0,3,4,1,0,0,17,39,0
33,4,210665,9,4,8,1,4,0,0,0,40,39,0
34,2,262931,8,0,10,4,4,0,0,0,40,39,0
33,4,160271,8,2,13,0,4,1,0,0,40,39,0
46,4,176523,11,4,7,1,4,1,0,0,40,39,0
41,4,111095,11,0,1,4,4,0,0,0,40,39,0
43,4,378652,11,4,1,4,4,0,0,0,40,39,0
21,4,119521,11,2,3,0,4,1,14998,0,18,39,0
44,7,63262,11,2,11,0,4,1,0,0,40,39,1
47,4,240384,11,2,3,0,4,1,0,0,40,39,1
28,4,152724,12,4,4,1,4,0,0,0,40,39,0
19,4,312969,11,4,7,3,4,0,0,0,40,39,0
22,0,302762,15,4,0,4,2,0,0,0,40,39,0
35,6,397556,8,2,3,0,4,1,3590,0,46,39,0
33,4,181349,11,2,11,0,4,1,0,0,40,0,0
71,4,145777,11,2,6,0,4,1,0,0,31,39,0
23,4,146640,9,4,1,3,4,1,0,0,20,39,0
20,4,189053,15,4,1,1,4,0,0,0,40,39,0
50,4,206701,11,2,3,0,4,1,0,0,44,39,0
20,4,35977,1,2,8,0,4,1,0,0,40,39,0
37,4,196066,15,2,6,0,4,1,0,0,40,26,1
27,4,250640,8,4,4,1,4,0,0,0,45,39,1
47,4,152033,11,2,7,0,4,1,0,0,40,39,1
47,2,332478,12,2,0,0,4,1,0,0,31,39,0
49,4,170626,5,2,3,0,4,1,0,0,40,39,0
27,0,41384,15,4,0,4,4,1,0,0,45,39,0
46,4,265270,8,2,13,0,4,1,0,0,40,39,1
28,0,88145,15,4,0,3,4,1,0,0,40,39,0
31,4,180335,6,4,3,4,4,1,0,0,55,6,0
51,4,327695,9,2,4,0,4,1,0,0,51,39,1
68,2,129655,12,0,10,4,4,0,0,0,40,39,0
61,7,287618,9,2,10,0,4,1,0,0,34,39,0
41,4,184821,9,0,8,3,4,0,0,0,37,39,0
28,4,252348,15,4,1,3,4,1,0,0,40,39,0
31,4,124905,15,2,3,0,4,1,0,0,40,39,0
25,4,142594,11,4,7,3,4,1,0,0,35,39,0
52,4,41184,0,4,6,3,4,1,0,0,40,39,0
26,4,261755,11,4,8,3,4,1,0,0,48,39,0
63,0,155235,9,6,12,4,4,0,0,0,16,39,0
52,6,141953,8,2,3,0,4,1,0,0,45,39,1
24,4,37915,11,4,4,3,4,0,0,0,40,39,0
47,2,128529,5,2,13,0,4,1,0,0,40,39,0
34,4,167661,2,2,12,0,4,1,0,0,40,39,0
43,4,173834,9,2,4,0,4,1,7580,0,50,39,1
60,4,149905,11,2,3,0,4,1,0,0,40,39,0
55,4,131428,11,2,3,0,2,1,0,0,40,39,1
51,7,45584,9,2,3,0,4,1,0,0,40,39,1
35,4,235157,15,2,7,0,4,1,0,0,44,39,0
19,4,321340,7,4,8,3,4,1,0,0,40,39,0
37,7,196237,8,2,3,0,4,1,0,0,60,39,0
55,4,232411,9,0,10,4,4,0,0,0,50,39,0
59,0,183205,15,0,0,4,4,0,0,0,25,39,0
49,7,174141,15,6,1,4,2,0,0,0,49,39,0
45,4,269057,15,2,8,0,4,1,0,0,69,39,0
26,4,351412,15,4,4,3,4,0,0,0,11,39,0
59,4,216999,11,2,0,0,4,1,3497,0,40,39,0
56,2,106735,12,0,4,1,4,1,0,0,40,39,1
32,4,149083,1,6,8,1,4,0,0,0,40,39,0
31,4,223646,15,4,1,3,4,0,0,0,40,39,0
59,7,36432,12,2,10,0,4,1,0,0,11,39,0
25,6,320346,9,4,3,1,4,1,0,2338,69,39,0
36,4,347232,9,4,10,3,3,0,0,0,50,39,0
39,7,100771,9,3,10,4,1,0,0,0,40,30,0
53,4,137188,11,2,3,0,1,1,3503,0,40,40,0
50,4,667934,11,6,8,4,2,0,0,0,40,39,0
37,4,182861,11,2,12,5,4,0,0,0,40,4,0
61,6,173273,15,2,12,0,4,1,0,2214,60,39,0
35,4,151052,11,2,11,0,4,1,0,0,31,39,0
32,4,181257,15,2,3,0,4,1,0,0,40,39,0
19,4,169580,15,4,1,3,4,0,0,0,29,39,0
43,4,182430,11,5,8,4,4,0,0,0,42,39,0
37,4,15939,15,0,1,4,4,0,0,0,40,39,0
46,1,96097,11,2,14,0,4,1,0,0,40,0,1
52,4,300518,9,4,4,1,4,1,47813,0,45,39,1
46,4,290184,11,5,8,1,4,0,0,0,40,39,0
41,4,160771,9,0,4,4,4,0,0,0,50,39,0
66,4,381153,15,2,3,0,4,1,3549,0,68,39,0
44,4,218978,11,4,8,2,2,1,0,0,51,39,0
42,4,276465,9,2,10,1,4,0,0,0,50,39,1
31,4,202354,11,4,1,3,4,0,0,0,34,39,0
28,4,557322,9,2,10,0,4,1,0,0,45,39,0
21,4,254696,15,4,8,3,4,0,0,0,40,39,0
40,4,82465,9,0,10,1,4,0,0,0,40,39,0
48,6,441300,15,2,12,0,4,1,0,1874,50,39,1
68,4,192358,6,2,3,0,4,1,0,0,40,39,0
46,2,94028,11,2,11,0,4,1,0,0,40,39,1
55,6,40862,11,2,4,0,4,1,0,0,49,39,0
40,6,186951,10,2,10,0,4,1,0,0,50,39,0
46,4,159642,9,2,1,0,4,1,0,0,40,39,1
45,6,199421,15,2,10,0,4,1,0,0,21,39,0
42,4,226419,11,2,8,0,4,1,0,0,55,39,0
32,4,106853,11,2,14,0,4,1,0,0,60,39,0
21,4,456270,15,4,11,1,2,0,0,0,40,39,0
31,4,178146,11,4,1,3,4,0,0,0,35,39,0
46,4,344196,15,2,1,0,4,1,0,1890,40,39,1
24,4,676703,15,4,10,1,4,0,0,0,40,39,0
18,4,104438,1,4,1,3,4,0,0,0,40,39,0
44,5,251022,15,2,1,0,4,1,0,1890,50,39,1
26,6,26284,6,4,5,3,4,1,3534,0,45,39,0
50,4,137771,12,2,4,0,4,1,0,2042,45,39,1
47,4,355814,9,2,12,0,4,1,0,0,45,39,1
40,4,145106,9,2,4,0,4,1,7881,0,60,39,1
57,4,175414,11,2,14,0,4,1,0,1890,82,39,1
48,4,168767,3,5,8,4,4,1,0,0,47,26,0
20,4,47259,11,4,8,3,4,1,0,0,34,39,0
39,4,151302,11,2,7,0,4,1,3517,0,40,39,1
63,4,172830,11,2,3,0,4,1,3425,0,40,39,0
25,0,122886,15,4,0,3,4,0,0,0,6,39,0
60,2,192302,10,2,10,0,4,1,0,0,60,39,1
31,4,189368,11,2,6,0,4,1,0,0,15,39,0
34,4,315187,11,0,3,1,4,1,0,0,40,39,0
56,7,352231,12,2,10,0,4,1,0,0,40,20,0
29,4,175145,11,2,3,0,4,1,0,0,40,39,0
66,4,211187,11,4,3,1,4,1,0,0,21,39,0
28,4,167325,12,2,10,0,2,1,0,0,55,39,1
24,4,100538,11,4,8,1,4,0,0,0,34,39,0
57,4,311492,15,0,8,1,4,1,0,0,25,39,0
65,0,143198,7,2,0,0,4,1,0,0,21,39,0
83,4,400461,0,2,0,0,4,1,0,2277,38,39,1
23,0,110360,0,4,0,2,2,0,0,0,40,39,0
67,4,300380,11,2,12,4,2,0,0,0,40,39,0
46,4,484286,9,2,4,0,4,1,0,0,40,39,1
20,4,86192,1,4,6,4,4,0,0,0,40,39,0
44,6,204308,12,4,10,1,4,1,0,0,39,39,0
63,4,210035,11,2,3,0,4,1,0,0,40,39,1
46,4,180651,11,2,14,0,4,1,0,0,50,39,0
31,4,341495,11,2,3,0,4,1,7599,0,40,26,0
46,4,109272,11,4,10,4,4,0,0,0,40,31,0
36,4,107589,11,2,1,5,4,0,0,0,25,39,0
23,2,44808,15,4,1,3,4,0,0,0,40,39,0
52,4,121238,11,2,12,0,4,1,3508,0,45,39,0
78,4,132307,1,2,8,0,4,1,0,2337,40,39,0
34,4,235340,15,2,4,0,4,1,0,0,40,39,0
40,4,43688,11,2,3,2,4,1,0,0,30,39,0
57,6,166639,9,2,12,0,4,1,0,0,45,39,0
46,4,151484,11,4,12,2,4,1,0,1694,19,39,0
30,7,45702,15,2,8,0,4,1,0,0,40,39,0
69,4,134864,11,5,12,1,2,0,0,0,40,39,0
40,4,121037,15,4,7,1,4,1,0,0,40,39,0
61,2,331177,11,2,8,0,4,1,7617,0,40,39,1
24,7,31248,15,2,8,5,4,0,0,0,40,39,1
38,4,177602,11,2,7,0,4,1,0,0,40,39,0
35,4,189913,8,4,12,1,4,1,0,0,50,39,0
65,4,44513,11,3,1,4,4,0,0,0,40,39,0
35,4,154735,8,0,10,4,2,0,0,0,40,39,0
33,4,196058,15,4,8,1,4,1,0,0,40,39,0
44,4,307501,11,4,8,1,4,1,0,0,56,39,0
17,4,165423,15,4,1,3,4,0,0,0,40,39,0
21,4,161450,9,4,1,3,4,0,0,0,40,39,0
52,5,230471,11,5,3,1,4,1,0,0,50,39,0
18,6,198578,9,4,12,3,4,1,0,0,24,39,0
24,4,38053,15,4,4,3,4,1,0,0,40,39,0
40,4,110346,11,4,3,3,4,1,0,0,40,39,0
45,7,281441,11,3,1,4,4,0,0,0,40,39,0
29,4,303240,11,4,12,1,4,0,0,0,40,39,0
39,7,125285,15,2,13,0,4,1,0,0,40,39,0
28,2,229759,12,4,10,1,4,0,14923,0,50,39,0
32,4,332796,0,2,7,0,4,1,0,0,40,26,0
48,4,194902,12,2,4,0,4,1,0,0,55,39,0
58,4,322045,11,3,7,1,4,0,0,0,40,39,0
35,2,274922,11,2,4,0,4,1,0,0,40,39,1
49,4,26402,8,4,12,1,4,0,0,0,40,39,0
37,4,113906,12,2,12,0,1,1,0,0,55,19,1
53,5,123041,15,2,5,0,4,1,0,1986,60,39,1
35,4,81736,15,4,12,3,4,0,0,0,40,39,0
69,0,298059,7,5,0,1,4,1,0,0,30,39,0
43,4,44313,15,2,1,5,4,0,0,0,40,39,1
24,4,87717,12,4,12,3,4,0,0,0,12,39,0
74,0,246705,9,2,0,0,4,1,7640,0,55,39,1
47,7,171917,9,2,10,0,4,1,0,0,40,39,0
41,4,96972,6,2,7,0,4,1,14970,0,40,39,1
23,4,163313,15,4,6,3,4,1,0,0,40,39,0
53,5,252819,9,2,4,0,4,1,0,0,40,39,1
44,6,223148,4,2,3,0,4,1,0,1549,40,13,0
19,0,184286,15,4,0,3,4,0,0,0,29,39,0
54,1,71920,9,2,4,0,1,1,0,0,60,35,1
22,4,236925,9,4,12,1,4,1,0,0,45,39,0
40,4,228632,11,4,1,2,2,0,0,0,40,39,0
24,4,365538,11,4,8,1,2,0,0,0,45,39,0
46,4,114757,9,4,3,1,3,1,0,0,45,35,0
39,4,182822,9,2,10,0,4,1,0,0,40,39,0
56,4,177821,11,2,1,0,4,1,0,0,40,39,0
40,4,109886,8,4,10,3,4,1,0,0,40,39,0
59,4,265391,3,4,7,4,4,0,0,0,37,26,0
61,4,142712,9,2,4,4,2,1,0,0,40,39,0
46,4,217317,11,4,3,3,4,1,0,0,40,39,0
22,0,54847,15,2,0,5,4,0,0,0,37,39,0
51,5,305191,9,2,12,0,4,1,0,0,50,39,1
68,6,103750,11,6,8,4,4,0,0,0,28,39,0
45,6,48769,9,2,10,0,4,1,0,0,40,39,0
53,6,399865,15,2,3,0,4,1,0,0,27,39,0
30,4,309611,11,4,6,3,2,1,0,0,40,39,0
26,6,273707,14,2,14,0,4,1,0,0,73,39,0
46,7,264638,9,4,4,1,4,0,0,0,60,39,0
30,4,447503,8,0,1,4,2,0,0,0,40,39,0
69,6,195514,11,6,9,4,4,1,0,0,40,39,0
40,4,200041,11,4,4,1,4,0,0,0,40,39,0
46,4,321272,10,2,10,0,4,1,0,1895,40,39,1
50,5,200569,14,2,4,0,4,1,0,1691,55,39,1
22,4,202935,15,4,6,3,4,1,0,0,46,39,0
32,0,281632,15,4,0,2,4,0,0,0,32,39,0
45,1,84346,12,4,1,1,4,0,0,1889,40,39,1
18,4,336395,1,4,6,3,4,1,0,0,23,39,0
43,4,260280,11,4,3,2,4,1,0,0,40,26,0
38,4,190688,15,4,3,1,2,1,0,0,40,39,1
21,6,175533,15,4,8,2,4,0,0,0,34,26,0
38,4,502741,4,2,7,0,4,1,0,0,40,26,0
43,2,208606,9,4,1,1,4,0,0,0,40,39,0
45,4,371156,11,0,1,1,2,1,0,0,43,39,0
31,4,199282,7,2,3,0,4,1,0,0,40,20,1
43,4,311342,15,4,4,1,4,0,0,0,37,39,0
55,4,39033,15,4,1,1,4,0,0,0,40,39,0
56,4,78245,8,2,3,0,4,1,0,0,40,39,0
49,4,163277,11,2,7,0,4,1,0,0,46,39,0
47,6,71218,11,2,3,0,4,1,0,0,40,39,0
48,4,184086,11,2,8,2,4,0,0,0,40,33,0
51,4,60934,9,0,10,1,4,1,0,882,40,39,0
38,4,166107,15,2,1,0,4,1,0,0,40,39,0
65,4,169832,5,2,8,5,4,0,0,0,40,39,0
33,4,340600,11,2,7,0,4,1,0,0,82,39,0
54,4,225683,11,2,3,0,4,1,0,0,40,39,0
28,4,113921,15,4,1,3,4,0,0,0,40,39,0
65,4,226686,11,2,7,0,4,1,0,0,40,39,1
31,4,221362,7,4,1,3,4,1,0,0,40,39,0
36,7,175705,9,2,1,5,4,0,0,0,40,39,0
58,6,123178,11,2,7,0,4,1,0,0,40,39,0
51,4,232689,11,2,1,2,4,1,0,0,40,39,0
35,4,69099,9,4,12,1,4,1,0,0,45,39,0
37,1,311835,9,0,4,4,2,0,0,0,40,39,1
54,6,266392,9,2,10,0,4,1,0,0,40,39,0
34,4,107159,12,4,10,1,4,0,0,0,40,39,0
37,4,195810,11,2,6,4,2,0,0,0,40,39,0
30,4,105380,8,2,13,0,4,1,3526,0,40,39,0
40,4,136626,15,5,1,4,4,1,0,0,40,39,0
38,4,243069,15,2,1,5,4,0,0,0,40,39,1
31,4,299055,15,0,12,1,4,0,0,0,60,39,0
32,4,351265,9,2,4,0,2,0,0,0,40,23,0
30,4,37356,9,4,10,1,4,1,0,0,45,39,0
48,4,192693,15,2,4,0,4,1,0,1890,40,0,1
37,0,181761,5,4,0,2,4,0,0,0,20,39,0
37,4,205629,9,4,8,1,4,1,0,0,45,0,0
58,4,400458,11,2,4,5,4,0,0,0,43,39,0
60,4,190091,15,3,8,4,4,0,0,0,5,39,0
29,4,195367,11,4,4,1,2,1,0,0,40,39,0
32,7,214857,12,4,11,1,4,1,0,0,40,39,1
50,4,178067,9,2,10,0,4,1,0,1987,50,11,1
54,6,31430,9,0,5,1,4,1,0,0,69,39,0
43,4,173068,11,2,3,0,4,1,3455,0,40,39,0
45,4,358037,8,2,3,0,4,1,3573,0,40,39,0
18,7,57084,9,4,8,1,4,0,0,0,40,39,0
45,2,297883,15,0,8,1,4,0,0,0,40,39,0
49,4,307670,9,4,12,1,4,0,0,0,40,39,0
26,4,277422,15,4,12,3,4,1,0,0,40,39,0
46,6,119951,11,2,4,0,4,1,7574,0,60,39,0
27,4,192489,1,2,6,0,4,1,0,0,45,39,0
31,4,149844,15,0,1,1,4,0,0,0,40,39,0
36,6,237099,12,2,3,0,4,1,0,0,50,39,0
37,4,96873,11,4,4,4,4,0,0,0,40,39,0
63,4,290805,11,2,14,0,4,1,0,0,41,39,0
50,0,35154,15,4,0,1,4,1,0,0,15,39,0
40,2,246469,9,0,4,4,4,0,0,0,41,39,0
51,4,133281,1,0,7,1,4,1,0,0,60,39,0
24,4,158598,15,4,3,3,4,1,0,0,40,39,0
27,4,188410,15,4,1,1,4,1,0,0,40,26,0
30,4,136372,12,2,4,0,4,1,0,0,60,39,1
18,4,237047,1,2,3,0,4,1,0,0,40,39,0
49,4,124141,4,4,5,2,4,1,0,0,39,26,0
27,4,35491,9,4,10,0,4,1,0,0,40,39,0
41,4,45911,9,4,1,4,2,0,0,0,40,39,0
21,0,134448,0,4,0,4,4,0,0,0,19,39,0
36,6,273599,11,0,3,3,4,1,0,0,40,39,0
53,2,87098,8,4,8,3,4,0,0,0,40,39,1
36,4,104596,9,4,1,1,4,0,0,0,40,39,0
40,2,297826,11,2,3,0,2,1,0,0,40,39,0
28,6,412852,11,2,12,0,1,1,0,0,40,40,0
47,4,496046,2,2,9,0,4,1,0,0,40,39,0
70,7,146922,9,3,8,4,4,0,0,0,38,39,0
37,4,138057,11,4,7,2,4,0,0,0,60,39,0
26,0,90607,15,4,0,4,4,0,0,0,35,39,0
26,4,105485,15,4,1,3,4,0,0,0,20,39,0
79,0,40758,11,2,0,0,4,1,0,0,40,39,0
63,7,208146,8,2,10,0,4,1,0,0,40,39,1
37,4,166181,11,2,3,0,4,1,0,0,40,39,0
69,4,190752,5,6,8,4,2,0,0,0,37,39,0
42,2,350981,15,2,1,0,4,1,0,0,50,39,0
47,4,201175,9,2,12,0,4,1,0,0,40,39,0
27,4,131714,1,4,8,3,4,0,0,0,27,0,0
19,4,261670,9,4,3,3,2,1,0,0,41,39,0
41,4,153606,11,2,12,0,4,1,0,0,46,39,1
52,4,334861,15,2,3,0,4,1,0,0,40,26,0
40,4,116087,11,4,8,1,2,0,0,0,40,39,0
29,4,193130,11,4,1,3,4,0,0,0,41,39,0
50,4,250145,7,2,3,0,4,1,0,0,40,39,1
34,4,216721,11,0,13,4,4,0,0,0,40,11,0
72,6,230344,4,2,8,0,4,1,0,0,19,39,0
36,7,198199,15,2,3,0,4,1,0,0,15,39,0
65,4,162942,7,2,12,0,4,1,0,0,11,39,0
34,4,183165,8,2,3,0,4,1,0,0,40,39,0
47,4,187573,5,6,8,4,4,0,0,0,20,39,0
20,4,346903,15,4,12,1,4,0,0,0,46,39,0
39,7,236731,15,4,10,3,2,0,0,1448,40,39,0
46,4,150825,8,4,1,2,2,0,0,0,40,39,0
51,5,178268,12,2,4,0,4,1,0,0,56,39,1
50,6,211447,9,2,10,0,4,1,0,0,50,39,1
57,4,339718,1,2,6,0,4,1,0,0,40,39,0
65,4,191033,12,2,10,0,4,1,0,0,40,39,1
42,4,168951,8,0,1,1,4,0,0,0,45,39,0
59,4,198965,11,4,12,1,4,0,0,0,20,39,0
36,0,233550,6,2,0,0,2,1,0,0,40,5,0
31,2,118828,8,2,1,0,4,1,0,0,36,39,1
39,4,214435,11,5,3,4,4,1,0,0,40,39,0
41,7,414169,15,2,12,0,4,1,0,0,56,39,0
35,4,173872,8,2,12,0,4,1,0,0,27,39,0
52,4,222731,9,2,1,5,4,0,0,0,40,39,0
22,4,469451,9,4,4,1,4,1,0,0,40,26,1
20,4,60605,15,2,12,0,4,1,0,0,40,39,0
36,4,93481,11,4,8,2,2,0,0,0,40,39,0
18,6,427960,15,4,12,3,4,1,0,1549,35,39,0
26,4,376257,11,4,3,3,4,1,0,0,40,39,0
33,4,302063,11,4,12,3,4,1,0,1545,40,39,0
19,4,99438,9,4,12,3,4,0,0,0,40,39,0
35,4,231490,11,0,1,1,4,0,0,0,40,39,0
21,4,151608,9,4,12,1,4,1,14898,0,40,39,1
18,4,183445,1,4,6,3,4,1,0,0,22,39,0
47,4,70316,9,0,10,1,4,0,0,0,40,39,0
30,4,262762,9,4,10,1,4,0,0,0,35,39,0
43,4,106807,9,4,8,1,4,1,0,0,39,39,0
34,4,194911,9,5,4,1,4,1,0,0,40,39,0
60,4,329627,11,2,7,0,4,1,0,0,40,39,0
68,4,442426,9,2,4,0,4,1,0,0,40,39,1
34,4,258662,9,4,1,4,4,1,0,1406,40,39,0
55,4,188336,11,2,8,0,4,1,3453,0,43,39,0
39,7,340029,11,4,1,1,4,1,0,0,50,39,0
44,5,425974,9,2,13,0,4,1,14980,0,40,39,1
40,4,236804,15,3,1,4,4,0,0,0,33,26,0
37,4,92876,9,4,4,1,4,1,14926,0,45,39,1
47,6,39239,9,2,13,0,4,1,0,1889,40,39,1
48,2,167394,9,0,1,1,4,0,0,0,43,39,0
40,4,279684,0,4,3,4,2,1,0,0,40,39,0
41,4,374689,9,2,12,5,4,0,0,0,45,39,0
36,4,122239,11,4,12,1,4,1,0,1657,32,39,0
34,4,268825,11,2,6,0,4,1,0,0,40,39,0
55,6,325751,11,2,3,0,4,1,0,0,45,39,1
62,1,98769,11,0,13,1,4,0,0,0,40,39,0
20,4,261300,15,4,3,3,4,1,0,0,45,39,0
56,4,95602,11,0,14,1,4,1,0,0,60,39,0
53,4,165612,9,3,6,2,4,1,0,0,45,8,0
34,4,376164,1,0,1,4,4,1,0,0,40,39,0
43,4,85992,12,0,4,4,4,0,0,0,45,39,0
50,4,762488,0,4,7,1,4,1,0,0,40,39,0
